ReferenceContrat;numcompteur;Ancienindex;Nouvelindex;consommation;datereleve;periode;nombrejours
24329099;123;1524;1565;41;;202022;30
24329098;123;1203;1313;110;;202022;30
24329104;123;2196;2370;174;;202022;30
24329096;123;221;299;78;;202022;30
24329101;123;1176;1264;88;;202022;30
24329100;123;2483;2717;234;;202022;30
24329102;123;925;1060;135;;202022;30
24329105;123;1302;1409;107;;202022;30
24329038;123;2826;3125;299;;202022;30
24329092;123;2224;2414;190;;202022;30
24329107;123;0;61;61;;202022;30
41201032;123;2096;2128;32;;202022;30
24329037;123;4485;4946;461;;202022;30
41201025;123;1984;2019;35;;202022;30
41201031;123;4198;4332;134;;202022;30
41201023;123;4082;4237;155;;202022;30
41201027;123;2397;2436;39;;202022;30
41201024;123;5495;5560;65;;202022;30
41201026;123;5446;5654;208;;202022;30
41201034;123;4253;4314;61;;202022;30
41201028;123;4134;4256;122;;202022;30
41201013;123;5505;5645;140;;202022;30
41201033;123;4707;4798;91;;202022;30
41201012;123;5582;5792;210;;202022;30
41201062;123;4389;4473;84;;202022;30
41201029;123;5157;5351;194;;202022;30
41201035;123;3925;4040;115;;202022;30
41201037;123;1929;1940;11;;202022;30
41201038;123;1380;1470;90;;202022;30
41201039;123;3775;3934;159;;202022;30
41201040;123;6510;6685;175;;202022;30
41201044;123;2444;2520;76;;202022;30
41201041;123;1722;1737;15;;202022;30
41201015;123;6494;6727;233;;202022;30
41201042;123;1035;1071;36;;202022;30
41201043;123;3418;3464;46;;202022;30
41201036;123;4802;4811;9;;202022;30
41201048;123;1756;1855;99;;202022;30
41201046;123;3608;3666;58;;202022;30
41201050;123;6031;6125;94;;202022;30
41201051;123;2864;2969;105;;202022;30
41201052;123;2474;2529;55;;202022;30
41201047;123;8328;8561;233;;202022;30
41201053;123;3550;3593;43;;202022;30
41201055;123;1951;2053;102;;202022;30
41201054;123;1498;1585;87;;202022;30
41201049;123;1351;1390;39;;202022;30
41201057;123;2759;2874;115;;202022;30
41201059;123;762;783;21;;202022;30
41201014;123;4693;4806;113;;202022;30
41201016;123;3588;3671;83;;202022;30
41201065;123;2762;2962;200;;202022;30
41201060;123;4372;4547;175;;202022;30
41201064;123;2056;2136;80;;202022;30
41201069;123;2263;2372;109;;202022;30
41201061;123;1077;1155;78;;202022;30
41201072;123;735;785;50;;202022;30
41201017;123;1303;1355;52;;202022;30
41201020;123;1331;1361;30;;202022;30
41201068;123;1479;1590;111;;202022;30
41201063;123;899;981;82;;202022;30
41201070;123;371;400;29;;202022;30
41201066;123;540;553;13;;202022;30
41201071;123;536;597;61;;202022;30
41201080;123;1586;1660;74;;202022;30
41201078;123;2237;2314;77;;202022;30
41201067;123;3344;3527;183;;202022;30
41201077;123;297;320;23;;202022;30
41201081;123;4193;4491;298;;202022;30
41201009;123;1513;1711;198;;202022;30
41201087;123;907;994;87;;202022;30
41201095;123;568;596;28;;202022;30
41201094;123;556;651;95;;202022;30
41201084;123;64;93;29;;202022;30
41201093;123;486;493;7;;202022;30
41201091;123;258;327;69;;202022;30
41201092;123;69;76;7;;202022;30
41201083;123;82;102;20;;202022;30
41201096;123;540;683;143;;202022;30
23401004;123;2255;2285;30;;202022;30
23401002;123;4498;4610;112;;202022;30
23401003;123;1593;1629;36;;202022;30
23401008;123;2080;2211;131;;202022;30
23401010;123;112943;116791;3848;;202022;30
23401009;123;10145;10750;605;;202022;30
23401011;123;10324;376;506;;202022;30
23401033;123;3005;3274;269;;202022;30
23401034;123;435;448;13;;202022;30
23401073;123;1452;1545;93;;202022;30
23401032;123;916;991;75;;202022;30
23401080;123;617;751;134;;202022;30
23401087;123;867;997;130;;202022;30
24307016;123;3164;3359;195;;202022;30
24307011;123;124;137;13;;202022;30
23401081;123;906;992;86;;202022;30
24307027;123;43;70;27;;202022;30
23833003;123;444;493;49;;202022;30
23833007;123;61;74;13;;202022;30
23833012;123;38;55;17;;202022;30
23833010;123;481;566;85;;202022;30
23833001;123;113;132;19;;202022;30
22304013;123;4957;5280;323;;202022;30
22301144;123;809;857;48;;202022;30
22304012;123;1723;1830;107;;202022;30
23123009;123;150;188;38;;202022;30
23123012;123;218;304;86;;202022;30
23115012;123;31;49;18;;202022;30
23842015;123;149;159;10;;202022;30
23840001;123;34;42;8;;202022;30
23841017;123;540;623;83;;202022;30
22603001;123;4385;4653;268;;202022;30
22603004;123;3323;3423;100;;202022;30
22703007;123;830;911;81;;202022;30
22603002;123;16925;17650;725;;202022;30
22603007;123;1850;1953;103;;202022;30
22603016;123;1051;1109;58;;202022;30
22603026;123;2250;2432;182;;202022;30
22603010;123;1238;1388;150;;202022;30
22603013;123;2799;2964;165;;202022;30
22603025;123;2257;2532;275;;202022;30
22603029;123;114;162;48;;202022;30
22603030;123;0;232;232;;202022;30
22604005;123;9214;9302;88;;202022;30
22604006;123;2438;2446;8;;202022;30
22604012;123;3599;3774;175;;202022;30
22604013;123;4180;4326;146;;202022;30
22604016;123;8949;9335;386;;202022;30
22604015;123;866;873;7;;202022;30
22604049;123;237;252;15;;202022;30
22604053;123;303;361;58;;202022;30
23849018;123;485;645;160;;202022;30
23849016;123;466;563;97;;202022;30
22604051;123;423;328;461;;202022;30
23849017;123;2583;2593;10;;202022;30
23850024;123;567;649;82;;202022;30
23850036;123;381;456;75;;202022;30
23850025;123;744;838;94;;202022;30
23850013;123;152;165;13;;202022;30
23850002;123;478;528;50;;202022;30
23850023;123;54;81;27;;202022;30
23850042;123;699;705;6;;202022;30
23850044;123;48;57;9;;202022;30
23850040;123;432;846;414;;202022;30
23850045;123;1562;2034;472;;202022;30
23850046;123;5;25;20;;202022;30
23850043;123;57;103;46;;202022;30
23850047;123;2127;2138;11;;202022;30
22704004;123;2670;2757;87;;202022;30
22704003;123;2880;2901;21;;202022;30
22704007;123;2748;2811;63;;202022;30
22704005;123;4192;4235;43;;202022;30
22704006;123;3904;3928;24;;202022;30
22704008;123;6876;7104;228;;202022;30
22704009;123;689;701;12;;202022;30
22704001;123;13433;13900;467;;202022;30
22704012;123;6564;7192;628;;202022;30
22704013;123;10694;11135;441;;202022;30
22704015;123;4825;4957;132;;202022;30
22704018;123;1061;1067;6;;202022;30
22704016;123;1922;1951;29;;202022;30
22704019;123;5186;5211;25;;202022;30
22704014;123;1918;1978;60;;202022;30
22704021;123;888;950;62;;202022;30
22704022;123;2710;2850;140;;202022;30
22704030;123;1773;1906;133;;202022;30
22704031;123;14260;15109;849;;202022;30
22704026;123;659;695;36;;202022;30
22704033;123;250;285;35;;202022;30
22704034;123;0;87;87;;202022;30
22705009;123;2723;2809;86;;202022;30
22705007;123;1947;1997;50;;202022;30
22705008;123;1965;2052;87;;202022;30
22705010;123;3278;3473;195;;202022;30
22705012;123;509;532;23;;202022;30
22705017;123;2428;2559;131;;202022;30
22705019;123;1274;1364;90;;202022;30
22704023;123;61463;66772;5309;;202022;30
22705016;123;2342;2596;254;;202022;30
22705038;123;327;348;21;;202022;30
22528002;123;3736;3897;161;;202022;30
22705037;123;265;313;48;;202022;30
22528001;123;991;1000;9;;202022;30
22528024;123;1912;2106;194;;202022;30
22528042;123;1738;1928;190;;202022;30
22528043;123;756;881;125;;202022;30
22528007;123;4143;4524;381;;202022;30
23854019;123;564;688;124;;202022;30
23854002;123;923;1014;91;;202022;30
24343009;123;1269;1374;105;;202022;30
24343025;123;2137;2238;101;;202022;30
24343027;123;2556;2748;192;;202022;30
24343016;123;1332;1453;121;;202022;30
24343034;123;2655;2729;74;;202022;30
24343017;123;1588;1729;141;;202022;30
24343015;123;1840;1978;138;;202022;30
24343042;123;5632;6226;594;;202022;30
24343018;123;1010;1152;142;;202022;30
24343023;123;1164;1289;125;;202022;30
24343050;123;479;591;112;;202022;30
24343022;123;123;136;13;;202022;30
24343046;123;309;375;66;;202022;30
24343048;123;974;1080;106;;202022;30
24343041;123;211;240;29;;202022;30
24343002;123;677;786;109;;202022;30
24343040;123;91;104;13;;202022;30
24343051;123;10;21;11;;202022;30
24343049;123;325;442;117;;202022;30
22130003;123;2190;2276;86;;202022;30
22130010;123;3446;3922;476;;202022;30
22130012;123;246;376;130;;202022;30
22130013;123;6;12;6;;202022;30
22531001;123;8774;9608;834;;202022;30
23857025;123;702;756;54;;202022;30
23857024;123;86;124;38;;202022;30
23857026;123;68;84;16;;202022;30
23857029;123;528;580;52;;202022;30
23861001;123;262;278;16;;202022;30
24308020;123;5496;5553;57;;202022;30
24308024;123;4530;5133;603;;202022;30
24308025;123;6341;6460;119;;202022;30
23858010;123;598;751;153;;202022;30
24308027;123;8486;8807;321;;202022;30
24308016;123;2885;3010;125;;202022;30
24308012;123;4321;4446;125;;202022;30
24308004;123;2800;2908;108;;202022;30
24308029;123;5586;5760;174;;202022;30
24308035;123;169;190;21;;202022;30
24308036;123;410;475;65;;202022;30
24308039;123;6;73;67;;202022;30
22605010;123;6132;6226;94;;202022;30
22605008;123;2371;2486;115;;202022;30
22605015;123;2345;2473;128;;202022;30
22605022;123;3623;3849;226;;202022;30
22605023;123;2523;2683;160;;202022;30
22605021;123;10472;11034;562;;202022;30
22605045;123;116;140;24;;202022;30
22605033;123;2788;2963;175;;202022;30
22402044;123;1673;1743;70;;202022;30
22402001;123;2298;2375;77;;202022;30
22402046;123;5457;5561;104;;202022;30
22402004;123;5587;5791;204;;202022;30
22402007;123;5782;5861;79;;202022;30
22402011;123;1728;1807;79;;202022;30
22402010;123;2900;3023;123;;202022;30
22402005;123;1124;1191;67;;202022;30
22402013;123;7740;8177;437;;202022;30
22402020;123;4408;4821;413;;202022;30
22402022;123;4414;4569;155;;202022;30
22402021;123;2973;3077;104;;202022;30
22402023;123;3299;3465;166;;202022;30
22402008;123;4731;4903;172;;202022;30
22402015;123;52933;55513;2580;;202022;30
22402025;123;5729;5982;253;;202022;30
22402029;123;1684;1751;67;;202022;30
22402024;123;2809;2823;14;;202022;30
22402027;123;1774;1813;39;;202022;30
22402030;123;2355;2457;102;;202022;30
22402031;123;2864;3047;183;;202022;30
22402033;123;3345;3359;14;;202022;30
22402039;123;2400;2534;134;;202022;30
22402035;123;1231;1289;58;;202022;30
22402036;123;453;472;19;;202022;30
22402032;123;1551;1595;44;;202022;30
22402045;123;1587;1656;69;;202022;30
22402041;123;3758;3876;118;;202022;30
22402040;123;2856;2987;131;;202022;30
22402043;123;262;276;14;;202022;30
22402042;123;4488;4696;208;;202022;30
22402014;123;3457;3831;374;;202022;30
22402047;123;1701;1809;108;;202022;30
22402051;123;846;883;37;;202022;30
22402048;123;5746;6087;341;;202022;30
22402050;123;833;871;38;;202022;30
22402056;123;4423;4679;256;;202022;30
22402059;123;1459;1618;159;;202022;30
22402057;123;940;1012;72;;202022;30
22402063;123;360;385;25;;202022;30
22402006;123;5168;5210;42;;202022;30
22402003;123;5564;5720;156;;202022;30
22402018;123;3417;3460;43;;202022;30
22402016;123;968;1101;133;;202022;30
22402058;123;409;498;89;;202022;30
22402049;123;425;506;81;;202022;30
22402061;123;267;307;40;;202022;30
22402062;123;59;88;29;;202022;30
22107022;123;3634;3896;262;;202022;30
22107026;123;2345;2455;110;;202022;30
22107007;123;50802;52602;1800;;202022;30
22107018;123;3639;3788;149;;202022;30
22107021;123;799;844;45;;202022;30
22107005;123;5013;5108;95;;202022;30
22107009;123;554;572;18;;202022;30
22107012;123;598;634;36;;202022;30
22107017;123;2493;2509;16;;202022;30
22107027;123;2181;2412;231;;202022;30
22107028;123;504;594;90;;202022;30
22107006;123;863;1037;174;;202022;30
22107030;123;85;105;20;;202022;30
22107029;123;177;215;38;;202022;30
22107010;123;87;105;18;;202022;30
22107032;123;30;48;18;;202022;30
23864005;123;62;84;22;;202022;30
23864012;123;372;542;170;;202022;30
22501006;123;17329;18030;701;;202022;30
22501033;123;5952;6213;261;;202022;30
22501040;123;5952;6213;261;;202022;30
22501040;123;0;71;351;;202022;30
22501007;123;7224;7527;303;;202022;30
22501070;123;5266;5404;138;;202022;30
22501008;123;1957;2060;103;;202022;30
22501039;123;7208;7450;242;;202022;30
22501020;123;3952;4106;154;;202022;30
22501041;123;8160;8396;236;;202022;30
22501004;123;4138;4288;150;;202022;30
22501045;123;2295;2391;96;;202022;30
22501048;123;2121;2193;72;;202022;30
22501049;123;3674;3849;175;;202022;30
22501046;123;4200;4410;210;;202022;30
22501055;123;2790;2914;124;;202022;30
22501061;123;2197;2403;206;;202022;30
22501071;123;645;666;21;;202022;30
22501021;123;2638;2849;211;;202022;30
22501063;123;4118;4350;232;;202022;30
22501069;123;825;881;56;;202022;30
22501064;123;3828;4048;220;;202022;30
22501068;123;3427;3521;94;;202022;30
22501102;123;149;191;42;;202022;30
22501076;123;386;446;60;;202022;30
22501088;123;2289;2381;92;;202022;30
22501103;123;77;115;38;;202022;30
23501025;123;0;346;346;;202022;30
23867004;123;50;75;25;;202022;30
22701023;123;0;32;32;;202022;30
11201022;123;27;37;10;;202022;30
12809006;123;0;44;44;;202022;30
11117018;123;64;174;110;;202022;30
11117015;123;90;190;100;;202022;30
11117053;123;398;526;128;;202022;30
11117054;123;838;1028;190;;202022;30
11117016;123;81;97;16;;202022;30
11117052;123;92;116;24;;202022;30
11117013;123;50;66;16;;202022;30
11117011;123;40;48;8;;202022;30
11117050;123;0;459;459;;202022;30
12202030;123;77;226;149;;202022;30
12202028;123;427;542;115;;202022;30
12202032;123;225;379;154;;202022;30
11117011;123;40;48;8;;202022;30
11117050;123;0;459;459;;202022;30
12202030;123;77;226;149;;202022;30
12202028;123;427;542;115;;202022;30
12202032;123;225;379;154;;202022;30
12202029;123;262;302;40;;202022;30
12202018;123;3190;4425;1235;;202022;30
12202019;123;1;115;114;;202022;30
12202021;123;1;317;333;;202022;30
12202020;123;2;215;226;;202022;30
12202022;123;1;243;256;;202022;30
12202023;123;0;225;236;;202022;30
12202024;123;0;320;332;;202022;30
12202026;123;0;188;188;;202022;30
12202031;123;0;391;393;;202022;30
12202075;123;1;252;267;;202022;30
12202069;123;8;133;230;;202022;30
12202071;123;51;323;390;;202022;30
12202004;123;139;303;316;;202022;30
12202003;123;0;107;107;;202022;30
12202080;123;0;301;301;;202022;30
12202025;123;0;249;249;;202022;30
12202072;123;0;167;167;;202022;30
12815046;123;13082;14466;1384;;202022;30
12202089;123;0;78;78;;202022;30
12815047;123;10934;11521;587;;202022;30
12815041;123;1687;1814;127;;202022;30
12815048;123;501;695;194;;202022;30
12815051;123;0;107;107;;202022;30
11810010;123;569;731;162;;202022;30
11810002;123;386;437;51;;202022;30
11810011;123;364;468;104;;202022;30
11810001;123;0;165;165;;202022;30
11810003;123;0;172;172;;202022;30
11810004;123;0;15;15;;202022;30
11810005;123;0;68;68;;202022;30
11810006;123;0;358;358;;202022;30
11810007;123;0;43;43;;202022;30
11810013;123;0;161;161;;202022;30
11810045;123;0;54;54;;202022;30
11810051;123;0;43;43;;202022;30
11810014;123;0;1123;1123;;202022;30
11810051;123;526;622;96;;202022;30
11810063;123;0;2518;2518;;202022;30
11810018;123;0;9;9;;202022;30
11810019;123;0;6;6;;202022;30
11810044;123;0;8;8;;202022;30
11810066;123;0;116;116;;202022;30
11810055;123;0;27;27;;202022;30
11810058;123;0;18;18;;202022;30
11810056;123;0;185;185;;202022;30
12450012;123;151;218;67;;202022;30
12450013;123;106;136;30;;202022;30
12450084;123;127;158;31;;202022;30
12450081;123;127;172;45;;202022;30
12450024;123;181;233;52;;202022;30
12450031;123;765;889;124;;202022;30
12450009;123;1217;1813;596;;202022;30
12450026;123;243;279;36;;202022;30
12450087;123;359;597;238;;202022;30
12450005;123;105;203;98;;202022;30
12450018;123;261;326;65;;202022;30
12450004;123;150;193;43;;202022;30
12450023;123;40;57;17;;202022;30
12450017;123;183;244;61;;202022;30
12450021;123;80;113;33;;202022;30
12450107;123;71;149;78;;202022;30
12450119;123;205;562;357;;202022;30
12450120;123;95;108;13;;202022;30
12450121;123;840;1009;169;;202022;30
124139057;123;95;135;40;;202022;30
124139059;123;38;45;7;;202022;30
124139054;123;499;603;104;;202022;30
124139056;123;54;73;19;;202022;30
11812015;123;411;510;99;;202022;30
11220024;123;909;1128;219;;202022;30
124139066;123;0;603;603;;202022;30
11220026;123;1058;1427;369;;202022;30
11220035;123;5;18;13;;202022;30
11220036;123;332;415;83;;202022;30
11220037;123;362;530;168;;202022;30
11220025;123;439;555;116;;202022;30
11220039;123;7150;7925;775;;202022;30
12210001;123;77;93;16;;202022;30
11119026;123;63;73;10;;202022;30
11119025;123;138;245;107;;202022;30
11901073;123;1443;1633;190;;202022;30
11901052;123;1002;1140;138;;202022;30
11901017;123;557;683;126;;202022;30
11901042;123;234;421;187;;202022;30
11901057;123;682;855;173;;202022;30
11901011;123;3543;3779;236;;202022;30
11901071;123;961;1183;222;;202022;30
11901043;123;842;961;119;;202022;30
11901077;123;548;622;74;;202022;30
11901064;123;57;66;9;;202022;30
11901033;123;602;685;83;;202022;30
11901014;123;1248;1410;162;;202022;30
11901012;123;310;335;25;;202022;30
11901058;123;657;777;120;;202022;30
11901015;123;1012;1106;94;;202022;30
11901035;123;741;953;212;;202022;30
11901086;123;188;262;74;;202022;30
11901031;123;1459;1582;123;;202022;30
11901037;123;895;1053;158;;202022;30
11901006;123;3238;3434;196;;202022;30
11901076;123;500;600;100;;202022;30
11901008;123;2035;2268;233;;202022;30
11901050;123;690;750;60;;202022;30
11901091;123;675;1082;407;;202022;30
11901023;123;695;828;133;;202022;30
11901062;123;386;474;88;;202022;30
11901075;123;637;684;47;;202022;30
11901099;123;289;369;80;;202022;30
11901079;123;352;391;39;;202022;30
11901026;123;2259;2422;163;;202022;30
11901040;123;1463;1638;175;;202022;30
11901038;123;851;1024;173;;202022;30
11901025;123;1343;1518;175;;202022;30
11901069;123;598;724;126;;202022;30
11901056;123;666;707;41;;202022;30
11901080;123;1402;1656;254;;202022;30
11901098;123;168;232;64;;202022;30
11901016;123;1263;1409;146;;202022;30
11901034;123;712;829;117;;202022;30
11901088;123;632;779;147;;202022;30
11901044;123;97;118;21;;202022;30
11901013;123;1961;2071;110;;202022;30
11901024;123;1859;2048;189;;202022;30
11901053;123;652;720;68;;202022;30
11901072;123;253;290;37;;202022;30
11901039;123;1418;1648;230;;202022;30
11901051;123;2045;2145;100;;202022;30
11901089;123;29;44;15;;202022;30
11901004;123;2223;2332;109;;202022;30
11901081;123;665;791;126;;202022;30
11901007;123;448;468;20;;202022;30
11901082;123;625;749;124;;202022;30
11901061;123;941;1157;216;;202022;30
11901100;123;2971;368;787;;202022;30
11901095;123;0;284;284;;202022;30
11901027;123;31;110;79;;202022;30
11901090;123;0;77;77;;202022;30
11901093;123;0;192;192;;202022;30
11901106;123;0;1815;1815;;202022;30
11901105;123;0;104;104;;202022;30
11901108;123;0;34;34;;202022;30
11901104;123;0;48;48;;202022;30
11901102;123;0;25;25;;202022;30
11901107;123;0;10;10;;202022;30
11814003;123;895;1088;193;;202022;30
11814017;123;204;231;27;;202022;30
11814011;123;1069;1119;50;;202022;30
11814012;123;510;565;55;;202022;30
11124052;123;0;1968;1968;;202022;30
11124041;123;733;893;160;;202022;30
11124042;123;30;45;15;;202022;30
11124059;123;490;596;106;;202022;30
11124048;123;203;234;31;;202022;30
11124039;123;395;484;89;;202022;30
11124001;123;9225;11156;1931;;202022;30
11124035;123;641;895;254;;202022;30
11124032;123;387;437;50;;202022;30
11124049;123;558;660;102;;202022;30
11124058;123;67;86;19;;202022;30
11124038;123;59;70;11;;202022;30
11124045;123;1321;1541;220;;202022;30
11124040;123;578;686;108;;202022;30
11124033;123;208;250;42;;202022;30
11124036;123;386;440;54;;202022;30
11124044;123;1760;2037;277;;202022;30
11124034;123;1001;1181;180;;202022;30
11124051;123;0;249;249;;202022;30
11124057;123;722;937;215;;202022;30
11124054;123;0;10;10;;202022;30
11124099;123;0;58;58;;202022;30
11124064;123;0;21;21;;202022;30
11124067;123;0;198;198;;202022;30
11124068;123;0;8;8;;202022;30
11124063;123;0;261;261;;202022;30
11229023;123;58;136;78;;202022;30
11124078;123;0;73;73;;202022;30
11124069;123;0;20;20;;202022;30
11229021;123;175;256;81;;202022;30
11229025;123;171;251;80;;202022;30
11503081;123;1045;1224;179;;202022;30
11229022;123;0;8;8;;202022;30
11503083;123;0;1061;1061;;202022;30
11503053;123;2188;2441;253;;202022;30
11445001;123;0;1323;1323;;202022;30
11445004;123;0;95;95;;202022;30
11445005;123;0;40;40;;202022;30
11445006;123;0;7;7;;202022;30
11445008;123;0;6;6;;202022;30
11445007;123;0;10;10;;202022;30
11445009;123;0;4;15;;202022;30
11445011;123;0;10;72;;202022;30
11445012;123;0;294;306;;202022;30
11445016;123;0;18;18;;202022;30
11445013;123;0;2;148;;202022;30
11445019;123;0;20;20;;202022;30
11445014;123;0;155;172;;202022;30
11445020;123;0;139;166;;202022;30
11445021;123;0;429;445;;202022;30
11445022;123;0;259;270;;202022;30
11445024;123;0;231;231;;202022;30
11445025;123;0;97;99;;202022;30
11445028;123;2;39;37;;202022;30
11445029;123;0;31;40;;202022;30
11823007;123;1418;1624;206;;202022;30
11824002;123;1899;2034;135;;202022;30
11824001;123;2373;2776;403;;202022;30
11824022;123;9566;10477;911;;202022;30
12455021;123;0;13;13;;202022;30
12455023;123;0;8;8;;202022;30
12455057;123;0;27;27;;202022;30
12455020;123;0;13;13;;202022;30
